tweet,bias,pos,neg,label
"['think', 'would', 'like', 'answer', 'question', ':(']",1,406,4967,0.0
"['number', '13', ':(']",1,20,4581,0.0
"['steal', 'narco', 'grow', ':(']",1,8,4576,0.0
"['nightmar', ':(']",1,1,4578,0.0
"['ruin', 'game', 'notic', 'mani', 'stop', 'play', 'game', 'mani', 'regen', 'look', 'realist', ':(', 'shame']",1,336,4937,0.0
"['peopl', 'unfav', 'rted', ':(']",1,50,4650,0.0
"['hope', 'regular', 'problem', ':(', 'pleas', 'let', 'us', 'know', 'travel', 'time', 'due']",1,733,5360,0.0
"['heavi', 'duti', 'benadryl', 'lmao', 'dat', 'shit', 'work', 'forgot', 'take', 'earlier', ':(']",1,182,4836,0.0
"['share', ':(']",1,47,4582,0.0
"['hate', 'u', 'offlin', ':(']",1,190,4822,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['look', 'forward', 'night', 'shift', 'tonight', ':(']",1,260,4752,0.0
"['nighter', ':(']",1,1,4574,0.0
"['dude', 'arent', 'u', 'answer', 'msg', ':(']",1,192,4792,0.0
"['yg', 'new', 'gg', 'pleas', ':-(']",1,241,823,0.0
"['thank', 'hun', 'shame', 'one', 'sxrew', 'end', 'came', 'dissappear', 'alot', 'swap', 'around', 'bleed', 'place', ':(']",1,824,4950,0.0
"['ishal', 'mi', ':(']",1,6,4574,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['high', 'school', 'day', ':(']",1,263,4760,0.0
"['ye', 'babe', 'miss', 'u', 'much', ':(', 'hate', 'u']",1,566,5521,0.0
"['ant', 'work', '..', ':(']",1,239,4814,0.0
"[""i'm"", 'sorri', 'spam', 'guy', ':(']",1,267,5130,0.0
"['thaank', 'jhezz', 'omg', 'stay', 'awesom', 'damn', 'sneak', ':(']",1,89,4697,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['fandom', 'bore', ':(', 'hurt', 'zayniscomingbackonjuli', '26']",1,21,4684,0.0
"['bare', 'saturday', 'stand', 'though', ':(']",1,39,4650,0.0
"['soft', 'defenc', 'best', 'defens', 'team', ':(', 'nrltigersroost']",1,97,4611,0.0
"['also', 'unfair', 'season', '2', 'want', 'indiana', 'back', 'want', 'new', 'cast', ':(']",1,537,5320,0.0
"['hibb', 'follow', 'back', 'nh', 'gi', ':(']",1,481,4961,0.0
"[""i'm"", 'sad', ':(']",1,189,5037,0.0
"['new', 'frank', 'ocean', 'album', ':(', ':(', ':(']",1,153,13786,0.0
"['biblethump', ':(']",1,1,4572,0.0
"['stress', 'come', ':(']",1,79,4672,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"[':(', 'person', 'sorri', 'xxx']",1,57,4746,0.0
"['rlyyi', 'wanna', 'get', 'septum', 'pierc', 'mum', 'let', ':(']",1,307,4952,0.0
"['goood', 'hot', 'tan', 'line', 'ugli', 'im', 'go', 'home', 'tonight', ':(']",1,289,5047,0.0
"['hiya', 'tell', 'amazon', 'fire', 'phone', 'still', 'avail', ""can't"", 'find', 'web', 'site', ':(']",1,189,5016,0.0
"['stress', ':(']",1,9,4581,0.0
"['much', 'brother', ':(']",1,94,4720,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['sorri', 'say', 'leg', 'black', 'venom', 'way', ':-(']",1,138,763,0.0
"['oh', 'great', ""i'm"", 'share', 'carriag', 'group', 'middl', 'age', 'women', 'pink', 'fur-trim', 'stetson', ""they'v"", 'start', 'drink', 'alreadi', '>:(']",1,567,650,0.0
"['due', 'date', 'fix', 'error', '59', 'friend', ""can't"", 'still', 'play', ':(']",1,224,4998,0.0
"['hay', ':(']",1,2,4579,0.0
"['dont', 'know', ':(']",1,159,4755,0.0
"[':(', 'okay']",1,40,4609,0.0
"['babi', 'angel', 'die', ':(']",1,35,4641,0.0
"['xue', 'made', 'sing', 'song', 'long', 'D:', 'alway', 'give', 'midori', 'work', ':(']",1,342,4897,0.0
"['hi', 'pleas', 'help', 'get', 'back', 'disabl', 'account', 'realli', 'realli', 'need', 'back', ':(']",1,969,5800,0.0
"['ang', 'sakit', 'insid', ':(']",1,11,4591,0.0
"['alreadi', ':(']",1,29,4623,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"[':(', 'disgust', 'piec', 'shit', '..', 'amaz', 'mother', 'mateo', 'brooklyn', 'lucki', '💗', 'deserv']",1,223,4774,0.0
"['guy', 'buy', 'u', 'water', 'u', ""can't"", 'drink', 'u', 'watch', 'cup', 'like', 'hawk', 'transfer', 'bartend', 'u', ':(']",1,1117,5931,0.0
"[':(', 'teenchoic', 'choiceinternationalartist', 'superjunior']",1,29,4586,0.0
"['work', 'home', 'normal', 'mean', 'surf', 'case', ':(']",1,183,4822,0.0
"[':(', '...', 'feel', 'better', 'bbi']",1,391,5102,0.0
"['ok', 'better', 'stay', 'otherwis', 'miss', 'much', ':(']",1,237,5107,0.0
"[""that'"", 'shock', ""can't"", 'peopl', 'live', 'let', 'live', 'sometim', 'despair', 'world', ':(', 'hope', 'ok']",1,499,5170,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['bc', 'still', 'hope', ':(']",1,199,4847,0.0
"['hell', 'insta', 'work', ':(']",1,116,4716,0.0
"['notic', ':(']",1,12,4597,0.0
"['miss', 'chri', 'voic', ':(']",1,33,4888,0.0
"['hi', 'may', 'request', 'promo', 'code', 'pl', 'tri', 'use', 'iwantin', 'got', 'reject', ':(']",1,372,4897,0.0
"[':(', 'pl', 'think', 'good', 'enough', '___', 'let', ""he'"", 'miss', 'chanc', 'fault']",1,440,5198,0.0
"['omfg', 'harri', 'pl', 'bae', ':(', 'ignor']",1,21,4657,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['goodluck', 'pocket', ""i'm"", 'move', 'next', 'week', ':(']",1,329,5024,0.0
"['month', 'sinc', 'saw', ':(']",1,48,4648,0.0
"['realli', 'sorri', 'receiv', 'wrong', 'order', ':(', 'would', 'like', 'sort', 'straight', 'away', 'email', 'help@veryhq.co.uk']",1,502,5254,0.0
"['photo', 'benedictervent', 'happen', 'content', '221b', 'season', ':(', '’', 'think', '...']",1,422,5082,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['feel', 'like', 'movi', 'popcorn', 'today', 'cinema', '...', 'one', 'go', ':(']",1,978,5799,0.0
"['sleep', 'alon', 'terribl', ':(']",1,50,4689,0.0
"['hey', 'take', 'care', ':(']",1,138,4666,0.0
"['joyc', 'calm', ':(']",1,6,4575,0.0
"['oop', 'meant', 'tini', 'chat', 'day', 'ooop', ':-(']",1,267,666,0.0
"['spotifi', 'final', 'figur', ""i'm"", 'us', 'let', 'listen', 'anymor', ':(']",1,418,5074,0.0
"['go', ':(']",1,149,4795,0.0
"[':(', ""can't"", 'parent', 'na', 'plan', 'usual', 'work', ""they'r"", 'huhu', 'could', 'tri', 'make', 'paalam']",1,391,5213,0.0
"[""i'm"", 'mean', ':(', 'sazbal', '❤']",1,238,4979,0.0
"[""they'v"", 'cute', 'pant', 'incid', ':(']",1,28,4622,0.0
"['school', 'start', 'pretti', 'soon', ':(']",1,138,4707,0.0
"['mani', 'thing', 'happen', 'tomorrow', 'aaahh', ':(', 'wanna', 'gooo']",1,191,4833,0.0
"[""stomach'"", 'alreadi', 'growl', ':(']",1,29,4625,0.0
"['shave', 'hair', '..', 'feel', 'like', 'gotta', 'shave', 'beard', 'bit', ':(', 'nooop']",1,447,5117,0.0
"['omg', 'happi', 'late', 'birthday', ""i'm"", 'sorri', 'miss', ':(', 'love', 'though', 'hope', 'lot', 'fun', '😘', '🎉']",1,1266,5885,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['ding', 'ding', 'ding', 'hundr', 'point', 'u', ':(']",1,193,4788,0.0
"['hi', 'meg', 'sent', 'email', ""verity'"", 'perform', 'cancel', 'weekend', ':(', 'rupert']",1,287,4670,0.0
"['amin', ':(']",1,2,4572,0.0
"['weekend', 'work', 'studi', ':(']",1,192,4731,0.0
"['retweet', 'pleaaas', ':(', '👆', '🏻', '👆', '🏻']",1,42,4589,0.0
"['woaah', 'chri', 'brown', ':(']",1,3,4583,0.0
"['sorri', 'solvo', 'dont', 'mean', '2', ':(']",1,119,4858,0.0
"['gonna', 'good', 'father', ':(']",1,260,4725,0.0
"[':(', 'would', 'realli', 'would']",1,248,4842,0.0
"['way', 'miss', ':(']",1,74,4914,0.0
"[""i'm"", 'still', 'finish', 'work', 'dad']",1,363,623,0.0
"['need', 'twin', ':(']",1,79,4679,0.0
"['babi', ':(']",1,21,4618,0.0
"['want', 'new', 'stuff', ':(', 'use', 'love', ""friday'"", 'xur', 'month', 'excit', ':(']",1,745,9677,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['step', 'lego', 'barefoot', ':(']",1,4,4578,0.0
"['time', 'twelvyy', 'got', 'rude', ':(']",1,200,4853,0.0
"['need', 'sleep', 'cuz', 'anoth', 'meet', 'work', 'morn', ':-(']",1,395,915,0.0
"['hope', 'pray', ""he'"", 'good', 'hand', ""i'm"", 'far', 'abl', 'see', ""can't"", 'call', ':(']",1,869,5538,0.0
"['hello', '...', ':(']",1,349,4915,0.0
"['good', 'news', 'boaz', 'myhil', 'front', 'takeov', 'news', ':-(', 'wba']",1,292,646,0.0
"['anyon', 'pic', ""taeyeon'"", 'derp', 'channel', 'snsd', 'hahahaha', 'pd', 'zoom', ':(', 'lmao', ""sunny'"", 'besst']",1,49,4637,0.0
"['blood', 'plagu', 'pit', ':(']",1,4,4578,0.0
"['ok', 'rich', 'kid', 'give', ':(']",1,107,4661,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['ignor', 'video', 'game', 'post', ':(']",1,84,4650,0.0
"['ye', ""that'"", 'scari', 'sight', 'see', 'frail', 'peopl', 'car', 'lotteri', 'ride', 'near', 'peopl', 'alway', 'hold', 'breath', ':(']",1,522,5060,0.0
"['okay', ':(']",1,40,4609,0.0
"['twurkin', 'razzist', '1', 'block', 'report', 'u', 'write', 'tumblr', 'post', 'u', ':(']",1,466,5026,0.0
"['might', ':-(']",1,27,504,0.0
"['kik', 'guy', 'shek', '609', 'kik', 'kikgirl', 'hot', 'likeforlik', 'horni', 'goodmus', 'mugshot', ':(']",1,136,4815,0.0
"['want', 'attend', 'ur', 'birthday', 'plsss', ':(']",1,211,4873,0.0
"['taissa', 'farmiga', 'emma', 'robert', 'season', 'ah', ':(']",1,26,4603,0.0
"['sorri', ':(']",1,23,4719,0.0
"['gut', ""can't"", 'get', 'liverpool', 'tonight', 'see', 'final', 'tour', 'night', 'gut', 'word', ':(']",1,580,5261,0.0
"['alway', 'hair', 'get', 'long', ':(']",1,322,4918,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['fever', ':(']",1,3,4578,0.0
"['yeah', 'bc', 'end', 'run', 'back', 'place', 'hahaha', 'didnt', 'saw', 'laugh', 'tho', 'bc', 'low', 'qualiti', ':(']",1,278,5005,0.0
"['hi', 'daniel', 'oh', ':(', 'latest', 'softwar', 'instal', 'tri', 'back', 'restor']",1,378,4893,0.0
"['momo', ':(']",1,1,4573,0.0
"['unfollow', ':(']",1,64,4582,0.0
"['like', 'pharma', 'sugar', '...', 'almost', 'immov', ':(']",1,533,5146,0.0
"['got', '7', 'outfit', 'music', 'bank', 'messi', ':(', 'colour', 'could', 'better']",1,191,4831,0.0
"['thank', 'ansh', ':(', 'idk', ""can't"", 'bring', 'get', 'mind', 'thank']",1,1533,5240,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['watch', 'guy', 'total', 'f1', 'car', 'make', 'sad', ':(', 'watch', 'billion', 'rand', 'get', 'fuck', ':(']",1,506,9904,0.0
"['im', 'bein', 'seriou', 'sad', '...', 'lol', 'go', 'tla', 'tweng', 'ive', 'got', 'shit', 'gene', ':(']",1,643,5584,0.0
"['shut', 'fuck', 'up.com', 'right', '>:(']",1,73,160,0.0
[':('],1,1,4571,0.0
"['sandrabland', 'may', 'soul', 'rest', 'peac', 'thought', 'prayer', 'famili', ':(']",1,98,4666,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"[""can't"", 'believ', 'got', 'home', 'find', 'brother', 'jail', 'get', 'sent', 'counti', 'tomorrow', 'like', 'wtf', 'fair', ':(']",1,675,5527,0.0
"['pleas', 'love', ':(']",1,498,4998,0.0
"['better', 'chang', 'back', 'omg', ':(']",1,190,4819,0.0
"['ahh', 'chang', 'sound', 'cooler', ':(', 'lmao', 'ye', '2', 'minhyuk']",1,191,4729,0.0
"['caus', 'want', 'nail', ':(']",1,115,4835,0.0
"['man', 'told', 'buy', 'gold', 'way', '1900', '..', 'tell', 'sell', ':(']",1,248,4818,0.0
"['😪', '😪', '😪', 'tire', 'si', 'wait', 'yu', 'na', 'hz', ':(']",1,90,4709,0.0
"['lucki', ':(']",1,11,4587,0.0
"['1', 'though', ':(']",1,95,4654,0.0
"['cri', 'someth', 'nose', 'red', ':(']",1,44,4656,0.0
"['usual', 'happen', ':(']",1,23,4629,0.0
"['omg', 'selena', 'tweet', 'busi', ':(']",1,98,4699,0.0
"['saturday', 'class', ':(', 'fuck']",1,40,4649,0.0
"['love', 'much', '♡', '♡', '♡', 'swear', 'emta', 'hatigii', 'b2aa', ':(']",1,553,4904,0.0
"['wanna', 'go', 'see', 'paper', 'town', ':(']",1,372,5043,0.0
"['enjoy', 'treat', 'young', ':(']",1,84,4590,0.0
"['yayyy', 'hope', 'knock', 'anesthesia', 'sad', 'miss', ':(']",1,178,5102,0.0
"['anybodi', 'around', 'penrith', 'emu', 'plain', 'see', 'giant', 'hard', 'miss', 'pleas', 'let', 'know', 'import', ':(']",1,558,5511,0.0
"['like', '...', 'put', 'one', 'side', '...', 'tell', 'staff', '...', 'still', 'like', 'slot', 'make', 'look', 'untouch', ':(']",1,1807,6546,0.0
"['want', 'apink', 'win', ':(', '더쇼', '에이핑크']",1,113,4856,0.0
"['brienn', 'meet', 'lsh', 'im', ':(']",1,86,4733,0.0
"[':-(', ""i'm"", 'w', 'one', 'talk', 'bye']",1,382,1059,0.0
"[""he'"", 'alway', 'gunna', 'former', 'leed', 'manag', ':(']",1,86,4674,0.0
"['darn', ':(']",1,1,4572,0.0
"['didnt', 'u', ':(']",1,178,4788,0.0
"[""that'"", 'im', 'think', 'tbh', ':(']",1,187,4850,0.0
"['may', 'allah', 'save', 'us', 'pakistan', 'juudiciari', ':(']",1,149,4643,0.0
"['sad', 'leav', 'tim', ""horton'"", 'better', 'dunkin', ':(']",1,72,4776,0.0
"['vidcon', ':(']",1,3,4581,0.0
"[':(', 'well', 'let', 'know', 'day', 'work', 'feel', 'like', 'socialis', 'make', 'time']",1,1156,5732,0.0
"['wish', 'cara', ""delevingne'"", 'face', ':-(']",1,50,606,0.0
"['biggest', 'fear', 'get', 'drug', 'lace', 'someth', 'flip', 'fuck', ':(']",1,269,4899,0.0
"['easier', 'said', 'done', ':(']",1,73,4631,0.0
"['ye', 'far', 'nightmar', 'sort', ':(', 'light', 'end', 'tunnel', 'fank', 'dog', 'xxx']",1,160,4731,0.0
"['omg', 'wtf', 'peopl', 'apb', 'got', 'schedul', 'alreadi', 'wish', 'us', ':(']",1,310,5023,0.0
"['phone', 'fell', 'hand', 'woke', ':(']",1,32,4641,0.0
"['love', 'u', ':-(']",1,575,838,0.0
"['takfaham', ':(']",1,1,4572,0.0
"['look', 'noth', ""i'm"", 'bore', ':(']",1,345,5063,0.0
"['bird', 'shit', ':(']",1,18,4609,0.0
"[':(', 'want', 'get', 'least', 'littl', 'bit', 'older', 'stuff', 'xd']",1,387,5123,0.0
"['ufff', 'sr', 'dard', ':(', '—', 'drink', 'green', 'tea']",1,45,4622,0.0
"['awww', 'katekyn', ':(', 'wish', 'could', 'get', 'back']",1,389,5109,0.0
"['ehh', 'dont', 'think', 'line', 'support', ':(']",1,110,4734,0.0
"['yeahhh', ':(', '..', 'mean', 'hacharatt']",1,155,4725,0.0
"['niall', 'niwll', 'niall', 'niall', ':(']",1,7,4587,0.0
"['new', 'kit', 'look', 'good', '...', 'poor', ':(']",1,814,5195,0.0
"['u', 'love', 'u', ':(']",1,751,5109,0.0
"['aw', ':-(', 'depend', 'defin', 'success', 'good', 'music', 'success', '2', ""i'd"", 'say', 'success']",1,423,783,0.0
[':('],1,1,4571,0.0
"['month', 'tomorrow', 'sinc', 'luke', 'follow', ':(']",1,456,4931,0.0
"['wit', 'famili', 'trip', 'goa', ':(']",1,36,4594,0.0
"['know', 'make', 'lini', 'kasi', ':(', 'sad', ""that'"", 'im', 'sweat', 'kanina', 'init', 'pa', 'huhu']",1,374,5152,0.0
"['brother', 'get', 'piss', ':(']",1,214,4816,0.0
"['awww', 'realli', 'miss', 'rhd', 'celebr', ':(']",1,131,5030,0.0
"['1st', 'week', 'digit', 'point', 'decent', 'physic', 'album', 'point', ':(', 'wae']",1,120,4692,0.0
"['gonna', 'miss', 'subsid', 'lunch', ':(']",1,54,4934,0.0
"['would', 'never', 'understand', 'though', 'bummer', 'still', 'abl', 'meet', ':(', ':(', ':(', ':(']",1,239,18663,0.0
"['gut', '20th', 'anniversari', 'show', 'next', 'year', 'clash', ':(']",1,126,4699,0.0
"['youngja', 'get', 'handsom', 'im', ':(']",1,260,4935,0.0
"['specif', 'date', 'whenev', 'catch', ':(']",1,27,4592,0.0
"['dude', ':-(', 'dm', 'swear', 'add']",1,70,560,0.0
"['tbh', 'bestfriend', 'breakup', 'even', 'wors', 'relationship', 'breakup', ':(']",1,98,4682,0.0
"['harumph', 'soggi', ':(', 'hope', 'go', 'weed']",1,291,4900,0.0
"[""i'm"", 'move', 'next', 'week', ':(']",1,327,5022,0.0
"['rain', 'today', 'boo', ':(']",1,130,4727,0.0
"[""we'r"", 'sorri', 'googl', 'play', 'music', 'current', 'experienc', 'error', 'pleas', 'tri', 'minut', ':(']",1,280,5177,0.0
"['im', 'hurt', 'selena', 'best', ':(']",1,127,4765,0.0
"['thing', 'miss', 'ireland', 'chees', ':(']",1,103,4934,0.0
"['forgot', 'bring', 'kitkat', 'green', 'tea', 'sakura', 'flavour', 'chokki', ':(', '😩', '😭', '🍵', '🌸']",1,32,4659,0.0
"['say', 'unavail', ':-(']",1,61,558,0.0
"['sorri', ':(']",1,23,4719,0.0
"['go', 'pick', 'earlier', 'w', 'richard', 'forget', 'went', 'gay', 'club', ':(']",1,224,4890,0.0
"['actual', 'type', '11:11', 'laptop', 'took', 'forev', 'tweet', ':(']",1,103,4657,0.0
"['hurt', 'bad', ':(']",1,27,4685,0.0
"['miss', 'much', ':(']",1,117,5011,0.0
"['go', 'sleep', 'alon', ':(']",1,196,4901,0.0
"['huhu', 'know', ':-(', 'thank', 'satya', 'xx']",1,810,767,0.0
"['aditya', 'mommi', 'miss', 'u', 'sooo', 'much', ':(']",1,300,5224,0.0
"['ur', 'comput', 'mine', ':(']",1,58,4615,0.0
"['wanna', 'go', 'singapor', ':(']",1,179,4893,0.0
"['want', '🍜', '🍜', '🍜', ':(']",1,97,4826,0.0
"['take', 'back', 'pl', ':(']",1,150,4787,0.0
"['there', 'vibrat', 'nois', 'woke', 'an', 'keep', 'hear', 'make', 'sad', 'cu', 'im', 'tire', ':(']",1,274,5068,0.0
"['sorri', ':(']",1,23,4719,0.0
"['mani', 'peopl', 'die', 'return', 'dhaka', 'celebr', 'eid', ':(', 'guess', 'traffic', 'jam', 'fact', '...']",1,419,5065,0.0
"['haha', 'aw', ':(', 'suck', 'shall', 'spirit', 'keep', 'warm', 'cheer']",1,169,4716,0.0
"['get', 'free', 'cornetto', ""can't"", 'figur', ':-(', 'x']",1,363,972,0.0
"['noseble', ':(']",1,1,4572,0.0
"['scari', 'dream', ""can't"", 'go', 'back', 'sleep', ':-(']",1,355,1139,0.0
"['___', 'mad', 'us', 'think', ':(', ':(']",1,178,9273,0.0
"['want', 'game', 'last', 'nintendo', 'bought', 'wii', ':(']",1,175,4928,0.0
"['think', 'stop', 'get', 'angri', 'stupid', 'shit', ':(']",1,309,4970,0.0
"['wew', 'ramo', 'ground', ':(']",1,1,4575,0.0
"['love', 'got', '7', 'outfit', 'right', '>:(', 'fun']",1,585,407,0.0
"[""i'm"", 'fan', 'hair', 'sinc', ':(']",1,241,4987,0.0
"['sleep', 'enough', ':(']",1,64,4685,0.0
"['hi', 'sorri', 'alreadi', 'shawn', 'mend', 'sponsor', ':(']",1,228,4810,0.0
"['cont', 'line', 'l', 'onlin', 'repli', 'mention', 'watch', 'tl', 'x', 'sorri', 'late', 'repli', ':(']",1,207,4939,0.0
"['today', 'horribl', 'day', ':(', 'dark', 'dinghi', "":'(""]",1,362,4856,0.0
"['hi', 'skye', ""i'm"", 'sorri', 'hear', ':(', 'dm', 'store', 'pleas', 'name', 'descript', 'colleagu', 'pleas', '1']",1,755,5751,0.0
"['cant', 'see', 'ur', 'album', ':(']",1,244,4784,0.0
"['even', ':(']",1,36,4641,0.0
"['gagal', 'total', ':(', 'teenchoic', 'choiceinternationalartist', 'superjunior']",1,38,4599,0.0
"['miss', 'kid', ':-(']",1,45,814,0.0
"['someon', 'txt', ':(']",1,35,4629,0.0
"['want', 'play', 'sim', '4', ':(']",1,167,4884,0.0
"['nooot', 'tire', ':(']",1,6,4622,0.0
"['aww', ':(', 'like', 'notch']",1,244,4821,0.0
"['tht', 'depress', ':-(']",1,0,500,0.0
"['suck', 'everyon', 'knock', ':(']",1,71,4623,0.0
"[""i'm"", 'starv', ':(']",1,184,4918,0.0
"['fuck', 'day', '\U000fe196', ':(']",1,273,4779,0.0
[':('],1,1,4571,0.0
"['mum', 'woke', 'help', 'shop', ""i'm"", 'awak', 'tire', ':(']",1,263,5066,0.0
"['busi', ':(']",1,20,4599,0.0
"[':-(', 'madrid', 'play', 'pyjama', 'today']",1,157,657,0.0
"['dat', 'suk', 'want', 'old', 'sleep', 'schedul', 'back', ':(']",1,256,5060,0.0
"['ugh', 'think', ""i'm"", 'get', 'sick', ':(']",1,458,5290,0.0
"[""can't"", 'abl', 'view', 'pic', 'da', '..', ':(', 'wat', 'pic']",1,257,4928,0.0
"['swifti', 'outsid', 'u', 'suppos', 'vote', ':(', 'realli', 'realli', 'realli', 'want', 'help', 'win']",1,587,5508,0.0
"['sorna', ':(']",1,1,4572,0.0
"['text', 'die', 'lurgi', 'jim', ':(']",1,30,4610,0.0
"['love', 'grey', 'kit', ""can't"", 'afford', '3', 'kit', ':(']",1,481,4962,0.0
"['went', 'see', 'appar', 'use', '6gb', 'extra', 'data', ':(']",1,254,4785,0.0
"[""i'v"", 'alway', 'want', 'see', 'two', 'door', 'cinema', 'club', 'live', ':(']",1,438,5144,0.0
"['scare', ':(', 'fenestoscop']",1,2,4588,0.0
"['ah', 'shame', 'shuffl', 'queen', 'like', ':(']",1,256,4843,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['everyth', 'much', 'easier', 'back', ':(']",1,203,4852,0.0
"[""i'm"", 'surpris', ':(']",1,194,4919,0.0
"['hope', 'bb', 'get', 'proper', 'rest', 'soon', ':(']",1,412,4980,0.0
"['etienn', 'make', 'sad', ':(']",1,105,4797,0.0
"['sometim', 'want', '...', ':(']",1,399,5164,0.0
"['cri', 'real', 'coz', 'bandana', 'cute', 'match', 'dress', ':(']",1,76,4701,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['look', 'mani', 'peopl', 'still', 'think', 'woman', 'sex', 'bigger', 'vagina', 'sigh', ':(']",1,346,5001,0.0
"[':(', 'u', 'didnt', 'wish', 'suriya', 'anna', '...']",1,504,5216,0.0
"['follow', ':(']",1,382,4833,0.0
"['said', 'man', 'dangl', 'bit', ':(']",1,60,4652,0.0
"['think', 'mjhe', 'aaj', 'tak', 'kisi', 'ne', 'dm', 'ni', 'kiya', ':(']",1,109,4684,0.0
"[""what'"", 'wrong', ':(']",1,28,4619,0.0
"['happen', 'eyesight', ':(']",1,17,4623,0.0
"['know', 'start', 'requir', ':(']",1,209,4748,0.0
"['leed', 'wanna', 'see', 'live', ':(']",1,242,4835,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['25', ':(', '25x30']",1,2,4575,0.0
"['hi', 'everyon', '..', 'good', 'aftenoon', 'feel', 'booor', ':(', ':(']",1,645,9571,0.0
"['got', 'sleep', 'medicin', 'imma', 'till', '7', 'pm', 'tomorrow', 'take', ':(']",1,231,4885,0.0
"['alway', 'wake', 'around', '3', ""can't"", 'fall', 'back', 'asleep', ':(']",1,289,5048,0.0
"['uuu', 'make', 'hungri', ':(', 'haha', 'enjoy', 'meal']",1,232,4735,0.0
"['11:11', 'boyfriend', ':(']",1,3,4583,0.0
[':('],1,1,4571,0.0
"['wish', 'money', 'fli', 'see', 'concert', ':(']",1,260,4831,0.0
"['freebiefriday', 'finger', 'cross', 'cut', 'food', 'shop', 'co', 'unexpect', 'garag', 'bill', 'week', ':(']",1,132,4697,0.0
"['know', 'said', 'michael', 'jackson', 'obvious', 'littl', 'boy', 'littl', 'brother', 'listen', 'jackson', '5', 'song', ':(']",1,311,4875,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['nein', ':(']",1,1,4574,0.0
"['gyu', 'look', 'realli', 'good', 'denim', ':(']",1,456,4908,0.0
"['still', 'outsid', 'look', 'fun', 'go', '...', 'somebodi', 'pleas', 'code', ':(']",1,788,5675,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['ce', 'say', 'gw', 'pleasee', ':(']",1,63,4639,0.0
"['good', 'night', ':(']",1,307,4718,0.0
"['nice', 'whilst', 'last', ':(', 'aflblueshawk']",1,147,4667,0.0
"['hi', 'could', 'find', 'way', 'contact', 'appl', 'shuffl', 'work', 'play', 'one', 'song', ':(']",1,593,5139,0.0
"['wtf', 'today', '...', ':(']",1,401,5023,0.0
"['welcom', 'version', 'twitter', 'hell', ':(']",1,115,4622,0.0
"[""can't"", 'stop', 'watch', 'grey', 'anatomi', ':(']",1,106,4875,0.0
"['sorri', 'sorri', ':(']",1,45,4867,0.0
"['no1', 'onlin', ':(']",1,8,4592,0.0
"['look', ':(']",1,138,4671,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['love', ""morisette'"", 'voic', 'af', ':(']",1,412,4747,0.0
"['tf', 'get', 'photoshop', 'flash', 'non-trial', 'version', ':(']",1,216,4815,0.0
"['aw', ':(', 'sayhernam', 'sandrabland']",1,4,4620,0.0
"['hey', ""i'v"", 'receiv', 'lootcrat', 'today', 'box', 'damag', 'damag', 'item', 'insid', ':(']",1,243,4819,0.0
"['hard', 'pick', 'one', 'inca', 'trail', 'tough', 'fair', 'sandboard', 'fun', 'lost', 'iphon', ':(']",1,231,4845,0.0
"['much', ':(', 'especi', 'tv', 'network', 'cancel', 'time', "":'(""]",1,228,4911,0.0
"['ice', 'cream', 'avail', 'surpris', '...', 'leed', ':(']",1,323,4996,0.0
"['cri', 'derbi', 'counti', 'leed', 'unit', 'coffe', 'mug', 'unabl', 'share', 'hate', 'man', 'u', ':(']",1,282,4932,0.0
"['follow', 'thank', 'pleas', 'follow', ':(']",1,1480,5477,0.0
"['yeah', 'true', 'fuck', 'one', 'signatur', 'dish', 'last', 'night', 'unfamiliar', 'kitchen', ':(']",1,344,4964,0.0
"['hate', ""that'"", 'sure', ':(']",1,139,4720,0.0
